Id;Mots;Mots_sans_lastharaKa;Mots_sans_harakat;orientation;force;Score
19388;إِشْمَاتَةٌ;إِشْمَاتَة;إشماتة;Negative;Low;-1.0
19389;أَشْمَتَ;أَشْمَت;أشمت;Negative;Low;-1.0
19390;تَشَمَّتَ;تَشَمَّت;تشمت;Negative;Median;-2.0
19391;تَشَمُّتٌ;تَشَمُّت;تشمت;Negative;High;-3.0
19392;تَشَمُّتَةٌ;تَشَمُّتَة;تشمتة;Negative;Median;-2.0
19393;تَشْمِيتٌ;تَشْمِيت;تشميت;Negative;Median;-2.0
19394;تَشْمِيتَةٌ;تَشْمِيتَة;تشميتة;Negative;High;-3.0
19395;شَامِتٌ;شَامِت;شامت;Negative;High;-3.0
19396;شَمَاتٌ;شَمَات;شمات;Negative;Median;-2.0
19397;شَمِتَ;شَمِت;شمت;Negative;Median;-2.0
19398;شَمْتَةٌ;شَمْتَة;شمتة;Negative;Low;-1.0
19399;شِمْتَةٌ;شِمْتَة;شمتة;Negative;Low;-1.0
19400;شَمَّاتٌ;شَمَّات;شمات;Negative;High;-3.0
19401;شَمَّتَ;شَمَّت;شمت;Neutre;Median;0.0
19402;مُتَشَمَّتٌ;مُتَشَمَّت;متشمت;Negative;Median;-2.0
19403;مُتَشَمَّتٌ;مُتَشَمَّت;متشمت;Negative;Median;-2.0
19404;مُتَشَمِّتٌ;مُتَشَمِّت;متشمت;Negative;Median;-2.0
19405;مَشْمَتٌ;مَشْمَت;مشمت;Negative;Low;-1.0
19406;مُشْمَتٌ;مُشْمَت;مشمت;Negative;Low;-1.0
19407;مُشْمَتٌ;مُشْمَت;مشمت;Negative;Low;-1.0
19408;مُشْمِتٌ;مُشْمِت;مشمت;Negative;Low;-1.0
19409;مُشَمَّتٌ;مُشَمَّت;مشمت;Negative;High;-3.0
19410;مُشَمَّتٌ;مُشَمَّت;مشمت;Negative;High;-3.0
19411;مُشَمِّتٌ;مُشَمِّت;مشمت;Negative;High;-3.0
19412;مَشْمُوتٌ;مَشْمُوت;مشموت;Negative;Median;-2.0
19413;تَشَامَخَ;تَشَامَخ;تشامخ;Negative;Median;-2.0
19414;تَشَامُخٌ;تَشَامُخ;تشامخ;Negative;High;-3.0
19415;تَشَامُخَةٌ;تَشَامُخَة;تشامخة;Negative;Low;-1.0
19416;شَامِخٌ;شَامِخ;شامخ;Neutre;Median;0.0
19417;شَمَخَ;شَمَخ;شمخ;Neutre;Median;0.0
19418;شَمْخَةٌ;شَمْخَة;شمخة;Neutre;Median;0.0
19419;شِمْخَةٌ;شِمْخَة;شمخة;Neutre;Median;0.0
19420;شَمَّاخٌ;شَمَّاخ;شماخ;Positive;Median;2.0
19421;شُمُوخٌ;شُمُوخ;شموخ;Neutre;Median;0.0
19422;مُتَشَامَخٌ;مُتَشَامَخ;متشامخ;Negative;Median;-2.0
19423;مُتَشَامَخٌ;مُتَشَامَخ;متشامخ;Negative;Median;-2.0
19424;مُتَشَامِخٌ;مُتَشَامِخ;متشامخ;Negative;High;-3.0
19425;مَشْمَخٌ;مَشْمَخ;مشمخ;Neutre;Median;0.0
19426;مَشْمُوخٌ;مَشْمُوخ;مشموخ;Neutre;Median;0.0
19427;تَشَمَّرَ;تَشَمَّر;تشمر;Positive;Median;2.0
19428;تَشَمُّرٌ;تَشَمُّر;تشمر;Positive;Median;2.0
19429;تَشَمُّرَةٌ;تَشَمُّرَة;تشمرة;Positive;Low;1.0
19430;تَشْمِيرٌ;تَشْمِير;تشمير;Neutre;Median;0.0
19431;تَشْمِيرَةٌ;تَشْمِيرَة;تشميرة;Positive;Median;2.0
19432;شَمَّرَ;شَمَّر;شمر;Positive;Low;1.0
19433;مُتَشَمَّرٌ;مُتَشَمَّر;متشمر;Positive;Median;2.0
19434;مُتَشَمَّرٌ;مُتَشَمَّر;متشمر;Positive;Median;2.0
19435;مُتَشَمِّرٌ;مُتَشَمِّر;متشمر;Positive;High;3.0
19436;مُشَمَّرٌ;مُشَمَّر;مشمر;Positive;Low;1.0
19437;مُشَمَّرٌ;مُشَمَّر;مشمر;Positive;Low;1.0
19438;مُشَمِّرٌ;مُشَمِّر;مشمر;Positive;Median;2.0
19439;تَشَمَّزَ;تَشَمَّز;تشمز;Negative;Median;-2.0
19440;تَشَمُّزٌ;تَشَمُّز;تشمز;Negative;Median;-2.0
19441;تَشَمُّزَةٌ;تَشَمُّزَة;تشمزة;Negative;Low;-1.0
19442;شَامِزٌ;شَامِز;شامز;Negative;Median;-2.0
19443;شَمَزَ;شَمَز;شمز;Negative;Low;-1.0
19444;شَمْزٌ;شَمْز;شمز;Negative;Low;-1.0
19445;شَمْزَةٌ;شَمْزَة;شمزة;Negative;Low;-1.0
19446;شِمْزَةٌ;شِمْزَة;شمزة;Negative;Low;-1.0
19447;شَمَّازٌ;شَمَّاز;شماز;Negative;High;-3.0
19448;مُتَشَمَّزٌ;مُتَشَمَّز;متشمز;Negative;Median;-2.0
19449;مُتَشَمَّزٌ;مُتَشَمَّز;متشمز;Negative;Median;-2.0
19450;مُتَشَمِّزٌ;مُتَشَمِّز;متشمز;Negative;High;-3.0
19451;مَشْمَزٌ;مَشْمَز;مشمز;Negative;Low;-1.0
19452;مَشْمُوزٌ;مَشْمُوز;مشموز;Negative;Low;-1.0
19453;تَشْمِيعٌ;تَشْمِيع;تشميع;Neutre;Median;0.0
19454;تَشْمِيعَةٌ;تَشْمِيعَة;تشميعة;Neutre;Median;0.0
19455;شَمَّعَ;شَمَّع;شمع;Positive;Median;2.0
19456;مُشَمَّعٌ;مُشَمَّع;مشمع;Neutre;Median;0.0
19457;مُشَمَّعٌ;مُشَمَّع;مشمع;Neutre;Median;0.0
19458;مُشَمِّعٌ;مُشَمِّع;مشمع;Positive;High;3.0
19459;تَشَمَّقَ;تَشَمَّق;تشمق;Positive;High;3.0
19460;تَشَمُّقٌ;تَشَمُّق;تشمق;Positive;Median;2.0
19461;تَشَمُّقَةٌ;تَشَمُّقَة;تشمقة;Positive;Low;1.0
19462;شَامِقٌ;شَامِق;شامق;Positive;Median;2.0
19463;شَمَاقَةٌ;شَمَاقَة;شماقة;Positive;High;3.0
19464;شَمَقٌ;شَمَق;شمق;Positive;Low;1.0
19465;شَمِقَ;شَمِق;شمق;Positive;Median;2.0
19466;شَمْقَةٌ;شَمْقَة;شمقة;Positive;Low;1.0
19467;شِمْقَةٌ;شِمْقَة;شمقة;Positive;Low;1.0
19468;شَمَّاقٌ;شَمَّاق;شماق;Positive;High;3.0
19469;مُتَشَمَّقٌ;مُتَشَمَّق;متشمق;Positive;Median;2.0
19470;مُتَشَمَّقٌ;مُتَشَمَّق;متشمق;Positive;High;3.0
19471;مُتَشَمِّقٌ;مُتَشَمِّق;متشمق;Positive;High;3.0
19472;مَشْمَقٌ;مَشْمَق;مشمق;Positive;Low;1.0
19473;مَشْمُوقٌ;مَشْمُوق;مشموق;Positive;Low;1.0
19474;شَمْلٌ;شَمْل;شمل;Neutre;Median;0.0
19475;شَمْلَلَ;شَمْلَل;شملل;Positive;High;3.0
19476;شَمْلَلَةٌ;شَمْلَلَة;شمللة;Positive;Low;1.0
19477;شَمْلَلَةٌ;شَمْلَلَة;شمللة;Positive;Low;1.0
19478;مُشَمْلَلٌ;مُشَمْلَل;مشملل;Positive;Median;2.0
19479;مُشَمْلَلٌ;مُشَمْلَل;مشملل;Positive;Median;2.0
19480;مُشَمْلِلٌ;مُشَمْلِل;مشملل;Positive;High;3.0
19481;تَشَانَأَ;تَشَانَأ;تشانأ;Negative;High;-3.0
19482;تَشَانُؤٌ;تَشَانُؤ;تشانؤ;Negative;Median;-2.0
19483;تَشَانُؤَةٌ;تَشَانُؤَة;تشانؤة;Negative;Low;-1.0
19484;شَانِئٌ;شَانِئ;شانئ;Negative;Median;-2.0
19485;شَنْءٌ;شَنْء;شنء;Negative;Low;-1.0
19486;شُنْءٌ;شُنْء;شنء;Negative;Low;-1.0
19487;شِنْءٌ;شِنْء;شنء;Negative;Low;-1.0
19488;شَنَأٌ;شَنَأ;شنأ;Negative;Low;-1.0
19489;شَنَأَ;شَنَأ;شنأ;Negative;Low;-1.0
19490;شَنِئَ;شَنِئ;شنئ;Negative;Median;-2.0
19491;شَنْأَةٌ;شَنْأَة;شنأة;Negative;Low;-1.0
19492;شَنْأَةٌ;شَنْأَة;شنأة;Negative;Low;-1.0
19493;شِنْأَةٌ;شِنْأَة;شنأة;Negative;Low;-1.0
19494;شَنَآنٌ;شَنَآن;شنآن;Negative;High;-3.0
19495;شَنَاءٌ;شَنَاء;شناء;Negative;Low;-1.0
19496;شَنَاءَةٌ;شَنَاءَة;شناءة;Negative;High;-3.0
19497;شَنَّاءٌ;شَنَّاء;شناء;Negative;High;-3.0
19498;مُتَشَانَأٌ;مُتَشَانَأ;متشانأ;Negative;Median;-2.0
19499;مُتَشَانَأٌ;مُتَشَانَأ;متشانأ;Negative;Median;-2.0
19500;مُتَشَانِئٌ;مُتَشَانِئ;متشانئ;Negative;High;-3.0
19501;مَشْنَأٌ;مَشْنَأ;مشنأ;Negative;Low;-1.0
19502;مِشْنَاءٌ;مِشْنَاء;مشناء;Negative;Median;-2.0
19503;مَشْنُوءٌ;مَشْنُوء;مشنوء;Negative;Median;-2.0
19504;تَشَنَّجَ;تَشَنَّج;تشنج;Negative;Median;-2.0
19505;تَشَنُّجٌ;تَشَنُّج;تشنج;Negative;Low;-1.0
19506;تَشَنُّجَةٌ;تَشَنُّجَة;تشنجة;Negative;Low;-1.0
19507;مُتَشَنَّجٌ;مُتَشَنَّج;متشنج;Negative;Median;-2.0
19508;مُتَشَنَّجٌ;مُتَشَنَّج;متشنج;Negative;Median;-2.0
19509;مُتَشَنِّجٌ;مُتَشَنِّج;متشنج;Negative;High;-3.0
19510;إِشْنَاعٌ;إِشْنَاع;إشناع;Negative;Median;-2.0
19511;إِشْنَاعَةٌ;إِشْنَاعَة;إشناعة;Negative;Low;-1.0
19512;أَشْنَعَ;أَشْنَع;أشنع;Negative;Low;-1.0
19513;اسْتِشْنَاعٌ;اسْتِشْنَاع;استشناع;Negative;High;-3.0
19514;اسْتِشْنَاعَةٌ;اسْتِشْنَاعَة;استشناعة;Negative;Low;-1.0
19515;اِسْتَشْنَعَ;اِسْتَشْنَع;استشنع;Negative;Median;-2.0
19516;تَشَنَّعَ;تَشَنَّع;تشنع;Negative;Median;-2.0
19517;تَشَنُّعٌ;تَشَنُّع;تشنع;Negative;Low;-1.0
19518;تَشَنُّعَةٌ;تَشَنُّعَة;تشنعة;Negative;Low;-1.0
19519;تَشْنِيعٌ;تَشْنِيع;تشنيع;Negative;Median;-2.0
19520;تَشْنِيعَةٌ;تَشْنِيعَة;تشنيعة;Negative;Low;-1.0
19521;شَانِعٌ;شَانِع;شانع;Negative;Median;-2.0
19522;شَنَاعٌ;شَنَاع;شناع;Negative;Low;-1.0
19523;شَنَاعَةٌ;شَنَاعَة;شناعة;Negative;High;-3.0
19524;شَنَعٌ;شَنَع;شنع;Negative;Low;-1.0
19525;شَنَعَ;شَنَع;شنع;Negative;Low;-1.0
19526;شَنُعَ;شَنُع;شنع;Negative;Median;-2.0
19527;شَنِعَ;شَنِع;شنع;Negative;Low;-1.0
19528;شَنْعٌ;شَنْع;شنع;Negative;Low;-1.0
19529;شُنْعٌ;شُنْع;شنع;Negative;Low;-1.0
19530;شَنْعَةٌ;شَنْعَة;شنعة;Negative;Low;-1.0
19531;شِنْعَةٌ;شِنْعَة;شنعة;Negative;Low;-1.0
19532;شَنَّاعٌ;شَنَّاع;شناع;Negative;High;-3.0
19533;شَنَّعَ;شَنَّع;شنع;Negative;Median;-2.0
19534;شُنُوعٌ;شُنُوع;شنوع;Negative;Median;-2.0
19535;شَنِيعٌ;شَنِيع;شنيع;Negative;Median;-2.0
19536;مُتَشَنَّعٌ;مُتَشَنَّع;متشنع;Negative;Median;-2.0
19537;مُتَشَنَّعٌ;مُتَشَنَّع;متشنع;Negative;Median;-2.0
19538;مُتَشَنِّعٌ;مُتَشَنِّع;متشنع;Negative;High;-3.0
19539;مُسْتَشْنَعٌ;مُسْتَشْنَع;مستشنع;Negative;High;-3.0
19540;مُسْتَشْنَعٌ;مُسْتَشْنَع;مستشنع;Negative;High;-3.0
19541;مُسْتَشْنِعٌ;مُسْتَشْنِع;مستشنع;Negative;High;-3.0
19542;مَشْنَعٌ;مَشْنَع;مشنع;Negative;Low;-1.0
19543;مُشْنَعٌ;مُشْنَع;مشنع;Negative;Low;-1.0
19544;مُشْنَعٌ;مُشْنَع;مشنع;Negative;Low;-1.0
19545;مُشْنِعٌ;مُشْنِع;مشنع;Negative;Median;-2.0
19546;مُشَنَّعٌ;مُشَنَّع;مشنع;Negative;Median;-2.0
19547;مُشَنَّعٌ;مُشَنَّع;مشنع;Negative;Median;-2.0
19548;مُشَنِّعٌ;مُشَنِّع;مشنع;Negative;Median;-2.0
19549;مَشْنُوعٌ;مَشْنُوع;مشنوع;Negative;Low;-1.0
19550;تَشْنَانٌ;تَشْنَان;تشنان;Negative;High;-3.0
19551;شَانٌّ;شَانّ;شان;Negative;Median;-2.0
19552;شَنَّ;شَنّ;شن;Negative;High;-3.0
19553;شَنَّانٌ;شَنَّان;شنان;Negative;High;-3.0
19554;شَنَّةٌ;شَنَّة;شنة;Negative;Low;-1.0
19555;شِنَّةٌ;شِنَّة;شنة;Negative;Low;-1.0
19556;مَشَنٌّ;مَشَنّ;مشن;Negative;Low;-1.0
19557;مَشْنُونٌ;مَشْنُون;مشنون;Negative;Low;-1.0
19558;إِشْهَادٌ;إِشْهَاد;إشهاد;Positive;Median;2.0
19559;إِشْهَادَةٌ;إِشْهَادَة;إشهادة;Positive;Median;2.0
19560;أَشْهَدَ;أَشْهَد;أشهد;Positive;Median;2.0
19561;اسْتِشْهَادٌ;اسْتِشْهَاد;استشهاد;Positive;Median;2.0
19562;اسْتِشْهَادَةٌ;اسْتِشْهَادَة;استشهادة;Positive;Low;1.0
19563;اِسْتَشْهَدَ;اِسْتَشْهَد;استشهد;Positive;Low;1.0
19564;تَشَهَّدَ;تَشَهَّد;تشهد;Positive;Median;2.0
19565;تَشَهُّدٌ;تَشَهُّد;تشهد;Positive;High;3.0
19566;تَشَهُّدَةٌ;تَشَهُّدَة;تشهدة;Positive;Low;1.0
19567;تَشْهِيدٌ;تَشْهِيد;تشهيد;Positive;Median;2.0
19568;تَشْهِيدَةٌ;تَشْهِيدَة;تشهيدة;Positive;Median;2.0
19569;شَاهِدٌ;شَاهِد;شاهد;Positive;High;3.0
19570;شَهَادَةٌ;شَهَادَة;شهادة;Positive;Median;2.0
19571;شَهْدَةٌ;شَهْدَة;شهدة;Positive;Low;1.0
19572;شِهْدَةٌ;شِهْدَة;شهدة;Positive;Low;1.0
19573;شَهَّادٌ;شَهَّاد;شهاد;Positive;High;3.0
19574;شَهَّدَ;شَهَّد;شهد;Positive;High;3.0
19575;مُتَشَهَّدٌ;مُتَشَهَّد;متشهد;Positive;Median;2.0
19576;مُتَشَهَّدٌ;مُتَشَهَّد;متشهد;Positive;High;3.0
19577;مُتَشَهِّدٌ;مُتَشَهِّد;متشهد;Positive;Median;2.0
19578;مُسْتَشْهَدٌ;مُسْتَشْهَد;مستشهد;Positive;High;3.0
19579;مُسْتَشْهَدٌ;مُسْتَشْهَد;مستشهد;Positive;High;3.0
19580;مُسْتَشْهِدٌ;مُسْتَشْهِد;مستشهد;Positive;High;3.0
19581;مُشْهَدٌ;مُشْهَد;مشهد;Positive;Median;2.0
19582;مُشْهَدٌ;مُشْهَد;مشهد;Positive;Median;2.0
19583;مُشْهِدٌ;مُشْهِد;مشهد;Positive;Median;2.0
19584;مُشَهَّدٌ;مُشَهَّد;مشهد;Positive;High;3.0
19585;مُشَهَّدٌ;مُشَهَّد;مشهد;Positive;High;3.0
19586;مُشَهِّدٌ;مُشَهِّد;مشهد;Positive;Median;2.0
19587;مَشْهُودٌ;مَشْهُود;مشهود;Positive;Median;2.0
19588;شَاهِمٌ;شَاهِم;شاهم;Positive;Median;2.0
19589;شَهَامَةٌ;شَهَامَة;شهامة;Positive;High;3.0
19590;شَهُمَ;شَهُم;شهم;Positive;Median;2.0
19591;شَهْمٌ;شَهْم;شهم;Positive;Low;1.0
19592;شَهْمٌ;شَهْم;شهم;Positive;Median;2.0
19593;شَهْمَةٌ;شَهْمَة;شهمة;Positive;Low;1.0
19594;شِهْمَةٌ;شِهْمَة;شهمة;Positive;Low;1.0
19595;شَهَّامٌ;شَهَّام;شهام;Positive;High;3.0
19596;شُهُومٌ;شُهُوم;شهوم;Positive;Low;1.0
19597;شُهُومَةٌ;شُهُومَة;شهومة;Positive;Median;2.0
19598;مَشْهَمٌ;مَشْهَم;مشهم;Positive;Low;1.0
19599;مَشْهُومٌ;مَشْهُوم;مشهوم;Positive;Low;1.0
19600;إِشْهَاءٌ;إِشْهَاء;إشهاء;Positive;Median;2.0
19601;إِشْهَاءَةٌ;إِشْهَاءَة;إشهاءة;Positive;Low;1.0
19602;أَشْهَى;أَشْهَى;أشهى;Positive;Median;2.0
19603;اشْتِهَاءٌ;اشْتِهَاء;اشتهاء;Positive;Median;2.0
19604;اشْتِهَاءَةٌ;اشْتِهَاءَة;اشتهاءة;Positive;Low;1.0
19605;اِشْتَهَى;اِشْتَهَى;اشتهى;Positive;Median;2.0
19606;تَشَهٍّ;تَشَهّ;تشه;Positive;Median;2.0
19607;تَشَهَّى;تَشَهَّى;تشهى;Positive;Median;2.0
19608;تَشَهِّيَةٌ;تَشَهِّيَة;تشهية;Positive;Low;1.0
19609;تَشْهِيَةٌ;تَشْهِيَة;تشهية;Positive;Low;1.0
19610;تَشْهِيَةٌ;تَشْهِيَة;تشهية;Positive;Low;1.0
19611;شَاهٍ;شَاه;شاه;Positive;Low;1.0
19612;شَاهِيَةٌ;شَاهِيَة;شاهية;Neutre;Median;0.0
19613;شَهَا;شَهَا;شها;Positive;Low;1.0
19614;شَهَاوَةٌ;شَهَاوَة;شهاوة;Neutre;Median;0.0
19615;شَهَّاءٌ;شَهَّاء;شهاء;Positive;High;3.0
19616;شَهَّى;شَهَّى;شهى;Positive;Median;2.0
19617;شَهْوَةٌ;شَهْوَة;شهوة;Neutre;Median;0.0
19618;شَهْوَةٌ;شَهْوَة;شهوة;Neutre;Median;0.0
19619;شِهْوَةٌ;شِهْوَة;شهوة;Neutre;Median;0.0
19620;مُتَشَهٍّ;مُتَشَهّ;متشه;Positive;Median;2.0
19621;مُتَشَهًّى;مُتَشَهّى;متشهى;Positive;Median;2.0
19622;مُتَشَهًّى;مُتَشَهّى;متشهى;Positive;Median;2.0
19623;مُشْتَهٍ;مُشْتَه;مشته;Positive;Median;2.0
19624;مُشْتَهًى;مُشْتَهى;مشتهى;Positive;High;3.0
19625;مُشْتَهًى;مُشْتَهى;مشتهى;Positive;High;3.0
19626;مُشْهٍ;مُشْه;مشه;Positive;Median;2.0
19627;مُشَهٍّ;مُشَهّ;مشه;Positive;Median;2.0
19628;مُشَهًّى;مُشَهّى;مشهى;Positive;Median;2.0
19629;مُشَهًّى;مُشَهّى;مشهى;Positive;Median;2.0
19630;مَشْهًى;مَشْهى;مشهى;Neutre;Median;0.0
19631;مُشْهًى;مُشْهى;مشهى;Positive;Low;1.0
19632;مُشْهًى;مُشْهى;مشهى;Positive;Low;1.0
19633;مَشْهِيٌّ;مَشْهِيّ;مشهي;Positive;Low;1.0
19634;اِسْتَشَارَ;اِسْتَشَار;استشار;Positive;Median;2.0
19635;اسْتِشَارَةٌ;اسْتِشَارَة;استشارة;Neutre;Median;0.0
19636;اسْتِشَارَةٌ;اسْتِشَارَة;استشارة;Neutre;Median;0.0
19637;تَشَاوَرَ;تَشَاوَر;تشاور;Neutre;Median;0.0
19638;تَشَاوُرٌ;تَشَاوُر;تشاور;Neutre;Median;0.0
19639;تَشَاوُرَةٌ;تَشَاوُرَة;تشاورة;Neutre;Median;0.0
19640;شَاوَرَ;شَاوَر;شاور;Positive;Low;1.0
19641;شِوَارٌ;شِوَار;شوار;Neutre;Median;0.0
19642;مُتَشَاوَرٌ;مُتَشَاوَر;متشاور;Neutre;Median;0.0
19643;مُتَشَاوَرٌ;مُتَشَاوَر;متشاور;Neutre;Median;0.0
19644;مُتَشَاوِرٌ;مُتَشَاوِر;متشاور;Neutre;Median;0.0
19645;مُسْتَشَارٌ;مُسْتَشَار;مستشار;Neutre;Median;0.0
19646;مُسْتَشَارٌ;مُسْتَشَار;مستشار;Neutre;Median;0.0
19647;مُسْتَشِيرٌ;مُسْتَشِير;مستشير;Positive;High;3.0
19648;مُشَاوَرٌ;مُشَاوَر;مشاور;Positive;Median;2.0
19649;مُشَاوَرٌ;مُشَاوَر;مشاور;Positive;Median;2.0
19650;مُشَاوِرٌ;مُشَاوِر;مشاور;Positive;Median;2.0
19651;مُشَاوَرَةٌ;مُشَاوَرَة;مشاورة;Neutre;Median;0.0
19652;مُشَاوَرَةٌ;مُشَاوَرَة;مشاورة;Neutre;Median;0.0
19653;أَشَاقَ;أَشَاق;أشاق;Positive;Low;1.0
19654;إِشَاقَةٌ;إِشَاقَة;إشاقة;Positive;Low;1.0
19655;إِشَاقَةٌ;إِشَاقَة;إشاقة;Positive;Low;1.0
19656;اِشْتَاقَ;اِشْتَاق;اشتاق;Positive;High;3.0
19657;اشْتِيَاقٌ;اشْتِيَاق;اشتياق;Positive;High;3.0
19658;اشْتِيَاقَةٌ;اشْتِيَاقَة;اشتياقة;Positive;Low;1.0
19659;تَشَوُّقٌ;تَشَوُّق;تشوق;Positive;Median;2.0
19660;تَشَوُّقَةٌ;تَشَوُّقَة;تشوقة;Positive;Low;1.0
19661;تَشْوِيقَةٌ;تَشْوِيقَة;تشويقة;Positive;Low;1.0
19662;شَائِقٌ;شَائِق;شائق;Positive;Median;2.0
19663;شَاقَ;شَاق;شاق;Positive;Low;1.0
19664;شَوْقٌ;شَوْق;شوق;Positive;High;3.0
19665;شَوْقَةٌ;شَوْقَة;شوقة;Positive;Low;1.0
19666;شَوَّاقٌ;شَوَّاق;شواق;Positive;High;3.0
19667;شَوَّقَ;شَوَّق;شوق;Positive;Median;2.0
19668;شِيقَةٌ;شِيقَة;شيقة;Positive;Low;1.0
19669;مُتَشَوَّقٌ;مُتَشَوَّق;متشوق;Positive;High;3.0
19670;مُتَشَوَّقٌ;مُتَشَوَّق;متشوق;Positive;Median;2.0
19671;مُتَشَوِّقٌ;مُتَشَوِّق;متشوق;Positive;High;3.0
19672;مَشَاقٌ;مَشَاق;مشاق;Positive;Low;1.0
19673;مُشَاقٌ;مُشَاق;مشاق;Positive;Median;2.0
19674;مُشَاقٌ;مُشَاق;مشاق;Positive;Median;2.0
19675;مُشْتَاقٌ;مُشْتَاق;مشتاق;Positive;High;3.0
19676;مُشْتَاقٌ;مُشْتَاق;مشتاق;Positive;High;3.0
19677;مُشْتَاقٌ;مُشْتَاق;مشتاق;Positive;High;3.0
